,user,state,action,follow_up_state,Recency,Frequency,Monetary
5674,DJFVD,150,call,130,1,3,2
5675,DNCIG,150,call,130,20,16,2
5676,DJFVD,170,call,150,1,16,7
5677,FVNIW,170,call,150,9,16,2
5678,FVEVB,170,call,150,20,16,5
5679,DJFVD,170,call,150,9,3,7
5680,DJFVD,170,call,130,20,3,7
5681,FVEVB,170,call,100,9,3,7
5682,FVKEW,200,call,170,1,16,2
5683,FVEVB,200,call,170,9,16,5
5684,DNCIG,200,call,170,20,3,7
5685,DNCIG,200,call,150,9,16,5
5686,FVEVB,200,call,150,1,3,2
5687,FVKEW,200,call,150,9,9,5
5688,FVKEW,50,email,50,1,3,2
5689,FVKEW,50,email,100,20,16,5
5690,DJFVD,50,email,100,20,16,2
5691,FVNIW,50,email,100,9,3,2
5692,FVEVB,50,email,100,1,16,2
5693,FVNIW,50,email,130,20,3,2
5694,FVKEW,100,email,50,20,9,7
5695,DNCIG,100,email,50,1,3,2
5696,DNCIG,100,email,100,1,3,5
5697,FVNIW,100,email,100,20,16,5
5698,FVEVB,100,email,100,20,16,7
5699,FVNIW,100,email,130,1,3,5
5700,DJFVD,130,email,130,9,9,2
5701,FVKEW,130,email,130,20,3,7
5702,FVKEW,130,email,130,20,16,2
5703,FVNIW,130,email,130,9,9,5
5704,DJFVD,130,email,130,20,3,2
5705,DNCIG,130,email,130,20,9,2
5706,FVEVB,150,email,50,9,3,2
5707,FVEVB,150,email,130,20,9,2
5708,DNCIG,150,email,130,20,16,2
5709,FVKEW,150,email,130,1,9,2
5710,DJFVD,150,email,100,1,9,2
5711,FVNIW,150,email,130,1,9,5
5712,DJFVD,170,email,170,1,9,7
5713,DNCIG,170,email,170,9,9,5
5714,FVEVB,170,email,150,20,3,2
5715,FVNIW,170,email,150,9,3,7
5716,DNCIG,170,email,150,20,16,2
5717,FVKEW,170,email,150,20,9,7
5718,DNCIG,200,email,200,9,9,5
5719,DJFVD,200,email,170,1,3,2
5720,FVNIW,200,email,150,1,3,5
5721,FVEVB,200,email,150,20,9,2
5722,DNCIG,200,email,150,9,9,7
5723,FVEVB,200,email,150,9,3,7
5724,FVEVB,50,agent,100,20,16,7
5725,FVNIW,50,agent,130,20,9,7
5726,FVKEW,50,agent,130,1,16,7
5727,DJFVD,50,agent,150,20,3,5
5728,FVNIW,50,agent,150,9,9,7
5729,DNCIG,50,agent,170,9,9,5
5730,FVKEW,100,agent,130,9,16,5
5731,DJFVD,100,agent,130,1,16,2
5732,FVNIW,100,agent,150,9,16,2
5733,FVKEW,100,agent,150,20,9,2
5734,DNCIG,100,agent,150,20,16,2
5735,FVNIW,100,agent,170,1,3,2
5736,FVNIW,130,agent,130,20,9,5
5737,DNCIG,130,agent,130,9,16,2
5738,FVKEW,130,agent,150,9,9,5
5739,DJFVD,130,agent,150,20,16,2
5740,DNCIG,130,agent,150,20,9,2
5741,DJFVD,130,agent,170,20,9,2
5742,DJFVD,150,agent,150,20,3,7
5743,FVNIW,150,agent,150,1,9,2
5744,DNCIG,150,agent,150,9,16,2
5745,DJFVD,150,agent,170,9,9,5
5746,DNCIG,150,agent,170,1,9,2
5747,FVEVB,150,agent,130,20,3,2
5748,FVNIW,170,agent,150,1,16,5
5749,FVEVB,170,agent,170,1,9,5
5750,DJFVD,170,agent,200,9,3,7
5751,FVEVB,170,agent,200,20,9,7
5752,FVEVB,170,agent,200,9,3,7
5753,DJFVD,170,agent,130,20,3,5
5754,DNCIG,200,agent,200,20,3,5
5755,DNCIG,200,agent,200,20,16,5
5756,FVEVB,200,agent,200,1,9,7
5757,FVNIW,200,agent,170,9,16,5
5758,FVNIW,200,agent,170,9,3,2
5759,DNCIG,200,agent,170,20,16,5
5760,FVKEW,50,tv,50,9,16,7
5761,DJFVD,50,tv,50,20,9,2
5762,DJFVD,50,tv,100,20,16,5
5763,FVKEW,50,tv,100,20,3,5
5764,DNCIG,50,tv,130,1,16,7
5765,FVNIW,50,tv,150,9,3,2
5766,FVKEW,100,tv,100,9,3,5
5767,FVNIW,100,tv,100,1,3,2
5768,DNCIG,100,tv,100,1,9,5
5769,DJFVD,100,tv,130,20,3,5
5770,FVEVB,100,tv,130,1,3,2
5771,FVKEW,100,tv,170,20,3,7
5772,FVEVB,130,tv,130,9,16,7
5773,FVKEW,130,tv,130,1,9,7
5774,DJFVD,130,tv,130,9,9,5
5775,FVKEW,130,tv,150,20,9,2
5776,FVNIW,130,tv,150,9,16,7
5777,FVKEW,130,tv,150,20,16,5
5778,FVEVB,150,tv,150,20,9,5
5779,DNCIG,150,tv,150,20,9,2
5780,FVEVB,150,tv,150,9,16,2
5781,DNCIG,150,tv,150,1,9,7
5782,DJFVD,150,tv,170,1,16,7
5783,FVKEW,150,tv,130,1,16,5
5784,FVNIW,170,tv,170,1,16,5
5785,FVNIW,170,tv,170,20,3,7
5786,FVNIW,170,tv,200,20,3,2
5787,FVNIW,170,tv,150,20,9,2
5788,DJFVD,170,tv,200,9,3,7
5789,FVEVB,170,tv,170,9,3,2
5790,DJFVD,200,tv,200,20,3,5
5791,FVEVB,200,tv,200,20,3,5
5792,FVEVB,200,tv,150,20,9,2
5793,FVNIW,200,tv,170,1,9,5
5794,DNCIG,200,tv,200,1,3,7
5795,FVNIW,200,tv,170,9,16,2
5796,FVKEW,50,no contact,50,1,3,5
5797,FVEVB,50,no contact,50,1,3,2
5798,FVEVB,50,no contact,50,1,16,7
5799,FVNIW,50,no contact,50,9,9,2
5800,FVNIW,50,no contact,50,20,9,5
5801,DNCIG,50,no contact,50,1,3,2
5802,DJFVD,100,no contact,100,20,9,7
5803,FVEVB,100,no contact,50,1,9,5
5804,FVKEW,100,no contact,100,9,16,5
5805,DNCIG,100,no contact,50,1,9,2
5806,FVKEW,100,no contact,130,9,9,7
5807,FVEVB,100,no contact,130,9,3,7
5808,DNCIG,130,no contact,130,20,3,7
5809,FVNIW,130,no contact,150,9,3,2
5810,DNCIG,130,no contact,130,1,3,2
5811,DJFVD,130,no contact,150,1,9,5
5812,DNCIG,130,no contact,100,20,9,7
5813,DJFVD,130,no contact,100,1,9,5
5814,DJFVD,150,no contact,130,9,16,2
5815,DNCIG,150,no contact,130,9,9,2
5816,DJFVD,150,no contact,150,9,9,2
5817,FVEVB,150,no contact,150,20,9,2
5818,DNCIG,150,no contact,170,9,3,5
5819,FVEVB,150,no contact,100,20,3,2
5820,DNCIG,170,no contact,150,1,3,7
5821,FVEVB,170,no contact,170,1,3,7
5822,FVEVB,170,no contact,200,1,3,7
5823,DNCIG,170,no contact,200,1,16,7
5824,FVEVB,170,no contact,200,20,16,2
5825,DNCIG,170,no contact,200,1,9,7
5826,FVNIW,200,no contact,200,20,3,7
5827,FVNIW,200,no contact,200,1,9,7
5828,FVEVB,200,no contact,200,1,9,5
5829,FVNIW,200,no contact,170,20,16,5
5830,DNCIG,200,no contact,200,1,3,5
5831,DNCIG,200,no contact,170,1,9,2
5832,FVNIW,50,mail,50,1,3,2
5833,FVNIW,50,mail,50,20,9,7
5834,DJFVD,50,mail,100,1,16,7
5835,DJFVD,50,mail,130,20,3,2
5836,FVNIW,50,mail,130,1,16,7
5837,FVEVB,50,mail,150,20,16,7
5838,FVKEW,100,mail,100,1,9,2
5839,FVKEW,100,mail,100,20,9,2
5840,DJFVD,100,mail,100,1,16,7
5841,DJFVD,100,mail,130,1,9,7
5842,FVEVB,100,mail,130,9,3,5
5843,FVEVB,100,mail,150,9,3,5
5844,DJFVD,130,mail,50,9,9,2
5845,FVEVB,130,mail,50,9,9,7
5846,FVNIW,130,mail,100,1,3,7
5847,DJFVD,130,mail,130,1,3,7
5848,FVEVB,130,mail,130,1,16,5
5849,DNCIG,130,mail,150,1,9,2
5850,DJFVD,150,mail,50,20,9,5
5851,DJFVD,150,mail,100,1,16,5
5852,FVNIW,150,mail,100,9,9,2
5853,DJFVD,150,mail,130,20,9,7
5854,DNCIG,150,mail,130,1,3,7
5855,DNCIG,150,mail,130,20,9,7
5856,FVEVB,170,mail,200,9,16,7
5857,FVKEW,170,mail,200,20,3,7
5858,FVKEW,170,mail,170,1,3,2
5859,DNCIG,170,mail,170,9,16,2
5860,DJFVD,170,mail,170,1,9,7
5861,DNCIG,170,mail,170,20,9,7
5862,FVKEW,200,mail,200,9,16,7
5863,FVEVB,200,mail,200,1,9,2
5864,FVNIW,200,mail,200,1,9,5
5865,DJFVD,200,mail,200,1,3,7
5866,FVEVB,200,mail,200,9,3,7
5867,DJFVD,200,mail,200,1,16,7
5868,FVKEW,50,call,100,9,3,2
5869,DNCIG,50,call,100,20,3,2
5870,FVEVB,50,call,100,9,9,5
5871,FVKEW,50,call,100,1,9,5
5872,DNCIG,50,call,100,9,3,7
5873,FVEVB,50,call,130,20,9,5
5874,FVKEW,100,call,50,1,9,2
5875,DNCIG,100,call,50,1,3,7
5876,FVEVB,100,call,50,1,3,7
5877,FVKEW,100,call,50,20,3,7
5878,DNCIG,100,call,100,1,3,5
5879,FVEVB,100,call,130,9,16,7
5880,FVNIW,130,call,50,20,3,5
5881,FVKEW,130,call,50,20,9,7
5882,FVKEW,130,call,50,9,3,7
5883,FVKEW,130,call,100,9,9,2
5884,DNCIG,130,call,100,9,9,2
5885,FVEVB,130,call,130,9,9,5
5886,FVNIW,150,call,50,1,3,2
5887,FVKEW,150,call,100,9,3,2
5888,DJFVD,150,call,100,9,3,2
5889,DJFVD,150,call,130,1,9,7
5890,DJFVD,150,call,130,1,3,2
5891,DNCIG,150,call,130,20,16,2
5892,DJFVD,170,call,150,1,16,7
5893,FVNIW,170,call,150,9,16,2
5894,FVEVB,170,call,150,20,16,5
5895,DJFVD,170,call,150,9,3,7
5896,DJFVD,170,call,130,20,3,7
5897,FVEVB,170,call,100,9,3,7
5898,FVKEW,200,call,170,1,16,2
5899,FVEVB,200,call,170,9,16,5
5900,DNCIG,200,call,170,20,3,7
5901,DNCIG,200,call,150,9,16,5
5902,FVEVB,200,call,150,1,3,2
5903,FVKEW,200,call,150,9,9,5
5904,FVKEW,50,email,50,1,3,2
5905,FVKEW,50,email,100,20,16,5
5906,DJFVD,50,email,100,20,16,2
5907,FVNIW,50,email,100,9,3,2
5908,FVEVB,50,email,100,1,16,2
5909,FVNIW,50,email,130,20,3,2
5910,FVKEW,100,email,50,20,9,7
5911,DNCIG,100,email,50,1,3,2
5912,DNCIG,100,email,100,1,3,5
5913,FVNIW,100,email,100,20,16,5
5914,FVEVB,100,email,100,20,16,7
5915,FVNIW,100,email,130,1,3,5
5916,DJFVD,130,email,130,9,9,2
5917,FVKEW,130,email,130,20,3,7
5918,FVKEW,130,email,130,20,16,2
5919,FVNIW,130,email,130,9,9,5
5920,DJFVD,130,email,130,20,3,2
5921,DNCIG,130,email,130,20,9,2
5922,FVEVB,150,email,50,9,3,2
5923,FVEVB,150,email,130,20,9,2
5924,DNCIG,150,email,130,20,16,2
5925,FVKEW,150,email,130,1,9,2
5926,DJFVD,150,email,100,1,9,2
5927,FVNIW,150,email,130,1,9,5
5928,DJFVD,170,email,170,1,9,7
5929,DNCIG,170,email,170,9,9,5
5930,FVEVB,170,email,150,20,3,2
5931,FVNIW,170,email,150,9,3,7
5932,DNCIG,170,email,150,20,16,2
5933,FVKEW,170,email,150,20,9,7
5934,DNCIG,200,email,200,9,9,5
5935,DJFVD,200,email,170,1,3,2
5936,FVNIW,200,email,150,1,3,5
5937,FVEVB,200,email,150,20,9,2
5938,DNCIG,200,email,150,9,9,7
5939,FVEVB,200,email,150,9,3,7
5940,FVEVB,50,agent,100,20,16,7
5941,FVNIW,50,agent,130,20,9,7
5942,FVKEW,50,agent,130,1,16,7
5943,DJFVD,50,agent,150,20,3,5
5944,FVNIW,50,agent,150,9,9,7
5945,DNCIG,50,agent,170,9,9,5
5946,FVKEW,100,agent,130,9,16,5
5947,DJFVD,100,agent,130,1,16,2
5948,FVNIW,100,agent,150,9,16,2
5949,FVKEW,100,agent,150,20,9,2
5950,DNCIG,100,agent,150,20,16,2
5951,FVNIW,100,agent,170,1,3,2
5952,FVNIW,130,agent,130,20,9,5
5953,DNCIG,130,agent,130,9,16,2
5954,FVKEW,130,agent,150,9,9,5
5955,DJFVD,130,agent,150,20,16,2
5956,DNCIG,130,agent,150,20,9,2
5957,DJFVD,130,agent,170,20,9,2
5958,DJFVD,150,agent,150,20,3,7
5959,FVNIW,150,agent,150,1,9,2
5960,DNCIG,150,agent,150,9,16,2
5961,DJFVD,150,agent,170,9,9,5
5962,DNCIG,150,agent,170,1,9,2
5963,FVEVB,150,agent,130,20,3,2
5964,FVNIW,170,agent,150,1,16,5
5965,FVEVB,170,agent,170,1,9,5
5966,DJFVD,170,agent,200,9,3,7
5967,FVEVB,170,agent,200,20,9,7
5968,FVEVB,170,agent,200,9,3,7
5969,DJFVD,170,agent,130,20,3,5
5970,DNCIG,200,agent,200,20,3,5
5971,DNCIG,200,agent,200,20,16,5
5972,FVEVB,200,agent,200,1,9,7
5973,FVNIW,200,agent,170,9,16,5
5974,FVNIW,200,agent,170,9,3,2
5975,DNCIG,200,agent,170,20,16,5
5976,FVKEW,50,tv,50,9,16,7
5977,DJFVD,50,tv,50,20,9,2
5978,DJFVD,50,tv,100,20,16,5
5979,FVKEW,50,tv,100,20,3,5
5980,DNCIG,50,tv,130,1,16,7
5981,FVNIW,50,tv,150,9,3,2
5982,FVKEW,100,tv,100,9,3,5
5983,FVNIW,100,tv,100,1,3,2
5984,DNCIG,100,tv,100,1,9,5
5985,DJFVD,100,tv,130,20,3,5
5986,FVEVB,100,tv,130,1,3,2
5987,FVKEW,100,tv,170,20,3,7
5988,FVEVB,130,tv,130,9,16,7
5989,FVKEW,130,tv,130,1,9,7
5990,DJFVD,130,tv,130,9,9,5
5991,FVKEW,130,tv,150,20,9,2
5992,FVNIW,130,tv,150,9,16,7
5993,FVKEW,130,tv,150,20,16,5
5994,FVEVB,150,tv,150,20,9,5
5995,DNCIG,150,tv,150,20,9,2
5996,FVEVB,150,tv,150,9,16,2
5997,DNCIG,150,tv,150,1,9,7
5998,DJFVD,150,tv,170,1,16,7
5999,FVKEW,150,tv,130,1,16,5
6000,FVNIW,170,tv,170,1,16,5
6001,FVNIW,170,tv,170,20,3,7
6002,FVNIW,170,tv,200,20,3,2
6003,FVNIW,170,tv,150,20,9,2
6004,DJFVD,170,tv,200,9,3,7
6005,FVEVB,170,tv,170,9,3,2
6006,DJFVD,200,tv,200,20,3,5
6007,FVEVB,200,tv,200,20,3,5
6008,FVEVB,200,tv,150,20,9,2
6009,FVNIW,200,tv,170,1,9,5
6010,DNCIG,200,tv,200,1,3,7
6011,FVNIW,200,tv,170,9,16,2
6012,FVKEW,50,no contact,50,1,3,5
6013,FVEVB,50,no contact,50,1,3,2
6014,FVEVB,50,no contact,50,1,16,7
6015,FVNIW,50,no contact,50,9,9,2
6016,FVNIW,50,no contact,50,20,9,5
6017,DNCIG,50,no contact,50,1,3,2
6018,DJFVD,100,no contact,100,20,9,7
6019,FVEVB,100,no contact,50,1,9,5
6020,FVKEW,100,no contact,100,9,16,5
6021,DNCIG,100,no contact,50,1,9,2
6022,FVKEW,100,no contact,130,9,9,7
6023,FVEVB,100,no contact,130,9,3,7
6024,DNCIG,130,no contact,130,20,3,7
6025,FVNIW,130,no contact,150,9,3,2
6026,DNCIG,130,no contact,130,1,3,2
6027,DJFVD,130,no contact,150,1,9,5
6028,DNCIG,130,no contact,100,20,9,7
6029,DJFVD,130,no contact,100,1,9,5
6030,DJFVD,150,no contact,130,9,16,2
6031,DNCIG,150,no contact,130,9,9,2
6032,DJFVD,150,no contact,150,9,9,2
6033,FVEVB,150,no contact,150,20,9,2
6034,DNCIG,150,no contact,170,9,3,5
6035,FVEVB,150,no contact,100,20,3,2
6036,DNCIG,170,no contact,150,1,3,7
6037,FVEVB,170,no contact,170,1,3,7
6038,FVEVB,170,no contact,200,1,3,7
6039,DNCIG,170,no contact,200,1,16,7
6040,FVEVB,170,no contact,200,20,16,2
6041,DNCIG,170,no contact,200,1,9,7
6042,FVNIW,200,no contact,200,20,3,7
6043,FVNIW,200,no contact,200,1,9,7
6044,FVEVB,200,no contact,200,1,9,5
6045,FVNIW,200,no contact,170,20,16,5
6046,DNCIG,200,no contact,200,1,3,5
6047,DNCIG,200,no contact,170,1,9,2
6048,FVNIW,50,mail,50,1,3,2
6049,FVNIW,50,mail,50,20,9,7
6050,DJFVD,50,mail,100,1,16,7
6051,DJFVD,50,mail,130,20,3,2
6052,FVNIW,50,mail,130,1,16,7
6053,FVEVB,50,mail,150,20,16,7
6054,FVKEW,100,mail,100,1,9,2
6055,FVKEW,100,mail,100,20,9,2
6056,DJFVD,100,mail,100,1,16,7
6057,DJFVD,100,mail,130,1,9,7
6058,FVEVB,100,mail,130,9,3,5
6059,FVEVB,100,mail,150,9,3,5
6060,DJFVD,130,mail,50,9,9,2
6061,FVEVB,130,mail,50,9,9,7
6062,FVNIW,130,mail,100,1,3,7
6063,DJFVD,130,mail,130,1,3,7
6064,FVEVB,130,mail,130,1,16,5
6065,DNCIG,130,mail,150,1,9,2
6066,DJFVD,150,mail,50,20,9,5
6067,DJFVD,150,mail,100,1,16,5
6068,FVNIW,150,mail,100,9,9,2
6069,DJFVD,150,mail,130,20,9,7
6070,DNCIG,150,mail,130,1,3,7
6071,DNCIG,150,mail,130,20,9,7
6072,FVEVB,170,mail,200,9,16,7
6073,FVKEW,170,mail,200,20,3,7
6074,FVKEW,170,mail,170,1,3,2
6075,DNCIG,170,mail,170,9,16,2
6076,DJFVD,170,mail,170,1,9,7
6077,DNCIG,170,mail,170,20,9,7
6078,FVKEW,200,mail,200,9,16,7
6079,FVEVB,200,mail,200,1,9,2
6080,FVNIW,200,mail,200,1,9,5
6081,DJFVD,200,mail,200,1,3,7
6082,FVEVB,200,mail,200,9,3,7
6083,DJFVD,200,mail,200,1,16,7
6084,FVKEW,50,call,100,9,3,2
6085,DNCIG,50,call,100,20,3,2
6086,FVEVB,50,call,100,9,9,5
6087,FVKEW,50,call,100,1,9,5
6088,DNCIG,50,call,100,9,3,7
6089,FVEVB,50,call,130,20,9,5
6090,FVKEW,100,call,50,1,9,2
6091,DNCIG,100,call,50,1,3,7
6092,FVEVB,100,call,50,1,3,7
6093,FVKEW,100,call,50,20,3,7
6094,DNCIG,100,call,100,1,3,5
6095,FVEVB,100,call,130,9,16,7
6096,FVNIW,130,call,50,20,3,5
6097,FVKEW,130,call,50,20,9,7
6098,FVKEW,130,call,50,9,3,7
6099,FVKEW,130,call,100,9,9,2
6100,DNCIG,130,call,100,9,9,2
6101,FVEVB,130,call,130,9,9,5
6102,FVNIW,150,call,50,1,3,2
6103,FVKEW,150,call,100,9,3,2
6104,DJFVD,150,call,100,9,3,2
6105,DJFVD,150,call,130,1,9,7
6106,DJFVD,150,call,130,1,3,2
6107,DNCIG,150,call,130,20,16,2
6108,DJFVD,170,call,150,1,16,7
6109,FVNIW,170,call,150,9,16,2
6110,FVEVB,170,call,150,20,16,5
6111,DJFVD,170,call,150,9,3,7
6112,DJFVD,170,call,130,20,3,7
6113,FVEVB,170,call,100,9,3,7
6114,FVKEW,200,call,170,1,16,2
6115,FVEVB,200,call,170,9,16,5
6116,DNCIG,200,call,170,20,3,7
6117,DNCIG,200,call,150,9,16,5
6118,FVEVB,200,call,150,1,3,2
6119,FVKEW,200,call,150,9,9,5
6120,FVKEW,50,email,50,1,3,2
6121,FVKEW,50,email,100,20,16,5
6122,DJFVD,50,email,100,20,16,2
6123,FVNIW,50,email,100,9,3,2
6124,FVEVB,50,email,100,1,16,2
6125,FVNIW,50,email,130,20,3,2
6126,FVKEW,100,email,50,20,9,7
6127,DNCIG,100,email,50,1,3,2
6128,DNCIG,100,email,100,1,3,5
6129,FVNIW,100,email,100,20,16,5
6130,FVEVB,100,email,100,20,16,7
6131,FVNIW,100,email,130,1,3,5
6132,DJFVD,130,email,130,9,9,2
6133,FVKEW,130,email,130,20,3,7
6134,FVKEW,130,email,130,20,16,2
6135,FVNIW,130,email,130,9,9,5
6136,DJFVD,130,email,130,20,3,2
6137,DNCIG,130,email,130,20,9,2
6138,FVEVB,150,email,50,9,3,2
6139,FVEVB,150,email,130,20,9,2
6140,DNCIG,150,email,130,20,16,2
6141,FVKEW,150,email,130,1,9,2
6142,DJFVD,150,email,100,1,9,2
6143,FVNIW,150,email,130,1,9,5
6144,DJFVD,170,email,170,1,9,7
6145,DNCIG,170,email,170,9,9,5
6146,FVEVB,170,email,150,20,3,2
6147,FVNIW,170,email,150,9,3,7
6148,DNCIG,170,email,150,20,16,2
6149,FVKEW,170,email,150,20,9,7
6150,DNCIG,200,email,200,9,9,5
6151,DJFVD,200,email,170,1,3,2
6152,FVNIW,200,email,150,1,3,5
6153,FVEVB,200,email,150,20,9,2
6154,DNCIG,200,email,150,9,9,7
6155,FVEVB,200,email,150,9,3,7
6156,FVEVB,50,agent,100,20,16,7
6157,FVNIW,50,agent,130,20,9,7
6158,FVKEW,50,agent,130,1,16,7
6159,DJFVD,50,agent,150,20,3,5
6160,FVNIW,50,agent,150,9,9,7
6161,DNCIG,50,agent,170,9,9,5
6162,FVKEW,100,agent,130,9,16,5
6163,DJFVD,100,agent,130,1,16,2
6164,FVNIW,100,agent,150,9,16,2
6165,FVKEW,100,agent,150,20,9,2
6166,DNCIG,100,agent,150,20,16,2
6167,FVNIW,100,agent,170,1,3,2
6168,FVNIW,130,agent,130,20,9,5
6169,DNCIG,130,agent,130,9,16,2
6170,FVKEW,130,agent,150,9,9,5
6171,DJFVD,130,agent,150,20,16,2
6172,DNCIG,130,agent,150,20,9,2
6173,DJFVD,130,agent,170,20,9,2
6174,DJFVD,150,agent,150,20,3,7
6175,FVNIW,150,agent,150,1,9,2
6176,DNCIG,150,agent,150,9,16,2
6177,DJFVD,150,agent,170,9,9,5
6178,DNCIG,150,agent,170,1,9,2
6179,FVEVB,150,agent,130,20,3,2
6180,FVNIW,170,agent,150,1,16,5
6181,FVEVB,170,agent,170,1,9,5
6182,DJFVD,170,agent,200,9,3,7
6183,FVEVB,170,agent,200,20,9,7
6184,FVEVB,170,agent,200,9,3,7
6185,DJFVD,170,agent,130,20,3,5
6186,DNCIG,200,agent,200,20,3,5
6187,DNCIG,200,agent,200,20,16,5
6188,FVEVB,200,agent,200,1,9,7
6189,FVNIW,200,agent,170,9,16,5
6190,FVNIW,200,agent,170,9,3,2
6191,DNCIG,200,agent,170,20,16,5
6192,FVKEW,50,tv,50,9,16,7
6193,DJFVD,50,tv,50,20,9,2
6194,DJFVD,50,tv,100,20,16,5
6195,FVKEW,50,tv,100,20,3,5
6196,DNCIG,50,tv,130,1,16,7
6197,FVNIW,50,tv,150,9,3,2
6198,FVKEW,100,tv,100,9,3,5
6199,FVNIW,100,tv,100,1,3,2
6200,DNCIG,100,tv,100,1,9,5
6201,DJFVD,100,tv,130,20,3,5
6202,FVEVB,100,tv,130,1,3,2
6203,FVKEW,100,tv,170,20,3,7
6204,FVEVB,130,tv,130,9,16,7
6205,FVKEW,130,tv,130,1,9,7
6206,DJFVD,130,tv,130,9,9,5
6207,FVKEW,130,tv,150,20,9,2
6208,FVNIW,130,tv,150,9,16,7
6209,FVKEW,130,tv,150,20,16,5
6210,FVEVB,150,tv,150,20,9,5
6211,DNCIG,150,tv,150,20,9,2
6212,FVEVB,150,tv,150,9,16,2
6213,DNCIG,150,tv,150,1,9,7
6214,DJFVD,150,tv,170,1,16,7
6215,FVKEW,150,tv,130,1,16,5
6216,FVNIW,170,tv,170,1,16,5
6217,FVNIW,170,tv,170,20,3,7
6218,FVNIW,170,tv,200,20,3,2
6219,FVNIW,170,tv,150,20,9,2
6220,DJFVD,170,tv,200,9,3,7
6221,FVEVB,170,tv,170,9,3,2
6222,DJFVD,200,tv,200,20,3,5
6223,FVEVB,200,tv,200,20,3,5
6224,FVEVB,200,tv,150,20,9,2
6225,FVNIW,200,tv,170,1,9,5
6226,DNCIG,200,tv,200,1,3,7
6227,FVNIW,200,tv,170,9,16,2
6228,FVKEW,50,no contact,50,1,3,5
6229,FVEVB,50,no contact,50,1,3,2
6230,FVEVB,50,no contact,50,1,16,7
6231,FVNIW,50,no contact,50,9,9,2
6232,FVNIW,50,no contact,50,20,9,5
6233,DNCIG,50,no contact,50,1,3,2
6234,DJFVD,100,no contact,100,20,9,7
6235,FVEVB,100,no contact,50,1,9,5
6236,FVKEW,100,no contact,100,9,16,5
6237,DNCIG,100,no contact,50,1,9,2
6238,FVKEW,100,no contact,130,9,9,7
6239,FVEVB,100,no contact,130,9,3,7
6240,DNCIG,130,no contact,130,20,3,7
6241,FVNIW,130,no contact,150,9,3,2
6242,DNCIG,130,no contact,130,1,3,2
6243,DJFVD,130,no contact,150,1,9,5
6244,DNCIG,130,no contact,100,20,9,7
6245,DJFVD,130,no contact,100,1,9,5
6246,DJFVD,150,no contact,130,9,16,2
6247,DNCIG,150,no contact,130,9,9,2
6248,DJFVD,150,no contact,150,9,9,2
6249,FVEVB,150,no contact,150,20,9,2
6250,DNCIG,150,no contact,170,9,3,5
6251,FVEVB,150,no contact,100,20,3,2
6252,DNCIG,170,no contact,150,1,3,7
6253,FVEVB,170,no contact,170,1,3,7
6254,FVEVB,170,no contact,200,1,3,7
6255,DNCIG,170,no contact,200,1,16,7
6256,FVEVB,170,no contact,200,20,16,2
6257,DNCIG,170,no contact,200,1,9,7
6258,FVNIW,200,no contact,200,20,3,7
6259,FVNIW,200,no contact,200,1,9,7
6260,FVEVB,200,no contact,200,1,9,5
6261,FVNIW,200,no contact,170,20,16,5
6262,DNCIG,200,no contact,200,1,3,5
6263,DNCIG,200,no contact,170,1,9,2
6264,FVNIW,50,mail,50,1,3,2
6265,FVNIW,50,mail,50,20,9,7
6266,DJFVD,50,mail,100,1,16,7
6267,DJFVD,50,mail,130,20,3,2
6268,FVNIW,50,mail,130,1,16,7
6269,FVEVB,50,mail,150,20,16,7
6270,FVKEW,100,mail,100,1,9,2
6271,FVKEW,100,mail,100,20,9,2
6272,DJFVD,100,mail,100,1,16,7
6273,DJFVD,100,mail,130,1,9,7
6274,FVEVB,100,mail,130,9,3,5
6275,FVEVB,100,mail,150,9,3,5
6276,DJFVD,130,mail,50,9,9,2
6277,FVEVB,130,mail,50,9,9,7
6278,FVNIW,130,mail,100,1,3,7
6279,DJFVD,130,mail,130,1,3,7
6280,FVEVB,130,mail,130,1,16,5
6281,DNCIG,130,mail,150,1,9,2
6282,DJFVD,150,mail,50,20,9,5
6283,DJFVD,150,mail,100,1,16,5
6284,FVNIW,150,mail,100,9,9,2
6285,DJFVD,150,mail,130,20,9,7
6286,DNCIG,150,mail,130,1,3,7
6287,DNCIG,150,mail,130,20,9,7
6288,FVEVB,170,mail,200,9,16,7
6289,FVKEW,170,mail,200,20,3,7
6290,FVKEW,170,mail,170,1,3,2
6291,DNCIG,170,mail,170,9,16,2
6292,DJFVD,170,mail,170,1,9,7
6293,DNCIG,170,mail,170,20,9,7
6294,FVKEW,200,mail,200,9,16,7
6295,FVEVB,200,mail,200,1,9,2
6296,FVNIW,200,mail,200,1,9,5
6297,DJFVD,200,mail,200,1,3,7
6298,FVEVB,200,mail,200,9,3,7
6299,DJFVD,200,mail,200,1,16,7
6300,FVKEW,50,call,100,9,3,2
6301,DNCIG,50,call,100,20,3,2
6302,FVEVB,50,call,100,9,9,5
6303,FVKEW,50,call,100,1,9,5
6304,DNCIG,50,call,100,9,3,7
6305,FVEVB,50,call,130,20,9,5
6306,FVKEW,100,call,50,1,9,2
6307,DNCIG,100,call,50,1,3,7
6308,FVEVB,100,call,50,1,3,7
6309,FVKEW,100,call,50,20,3,7
6310,DNCIG,100,call,100,1,3,5
6311,FVEVB,100,call,130,9,16,7
6312,FVNIW,130,call,50,20,3,5
